halo_id,dir,fesc_dir,O32,R23,Ne3O2,O3Hb,N2Ha,S2_deficit,Balmer_dec,EW_Hb,EW_O3,beta_UV,xi_ion,MAB_1500,E_BV,redshift
293145,9,0.5264926857811586,0.5242900151816201,0.5566908340154413,-0.6546646130002927,0.3434523887832128,-1.2757538212954742,-0.8452473274024541,2.9314133638219086,58.623351425615745,137.8889012938616,-2.22345894987083,1.4026044244314335,-18.25900237896834,0.0229923179642642,4.64
293761,9,0.0040405014464802,1.5884922742386323,0.233296103705662,0.39548991373533227,0.09974525068042794,-2.5119182351415503,-1.97041673383751,2.8815003139330284,274.3905019744902,372.86464718962895,-2.08048452404538,1.4098687949532702,-17.49728770271979,0.0069821191467249,4.64
295903,9,0.0086588130365305,0.44591395437750236,0.5048879095520036,-0.7482723819926633,0.27624250293216335,-1.3427101091308273,-0.9779847678441627,2.9883557860449232,37.77171730509475,74.70436664176972,-2.199732018131931,1.3996470632616307,-18.26022845723832,0.0409276895314857,4.64
296007,9,0.0975564735870616,1.1215615989500805,0.49606867401826804,-0.09855362216855212,0.3467527155042731,-1.8577815628444156,-1.3458504692039241,2.9603045160951873,165.5697039286485,393.0499343695961,-1.6364874299745815,1.4082279240884856,-16.069742992321277,0.032135391626456,4.64
299938,9,0.0,1.1841823696387337,0.8330466630292719,-0.1712092236599645,0.6880634516787367,-1.7124593124507186,-1.3246224666894477,3.732332785442822,72.14403578837369,365.24170963506305,-1.895801305150896,1.4053104257605662,-16.345555592134648,0.2481779336317744,4.64
301600,9,0.0022627782095358,0.46025326576042147,0.9539745851051507,-0.8137717340946935,0.7285581681812374,-0.8876832345003436,-0.4576887525573312,3.328083218388986,26.589292135030817,146.8200252041606,-2.1431455551886,1.4025561553799835,-17.879685544770638,0.1413068194993225,4.64
302718,9,0.2116988188600759,0.9553251462665813,0.4899577074736641,-0.2872246179527238,0.3304021134642099,-1.8043466162824444,-1.3199563547886513,3.166391032204668,86.37134036145551,192.22642976855866,-1.9418190830719488,1.4074469781452896,-17.486634741482362,0.094876613738131,4.64
303501,9,0.0146585979307596,0.6864516369338176,0.8066909545336074,-0.6251358419377055,0.6198468213422146,-1.274627936684304,-0.8272667942722549,3.492179382224531,20.969411019988655,89.2102066375023,-1.7861337381727205,1.402112689783414,-17.244725564228464,0.1861758796517827,4.64
306521,9,0.0031672006164078,1.0510145033854243,0.2114825423132416,-0.13843645707691365,0.0580018433836571,-2.0777179577318634,-1.568375647974257,2.876602352476971,149.56989400916248,184.16903514015047,-1.9827462108428324,1.406626708150035,-16.949136634043573,0.0053961239010921,4.64
307082,9,0.0,1.4162887295300806,0.4735895134253596,0.11837434128373303,0.3361074532355772,-2.2618160674498426,-1.868962252891805,3.415215137442369,152.15452283977314,345.0403162202324,-1.7939592054349838,1.4060942314124418,-15.639065470132111,0.1654000420760387,4.64
314686,9,0.0497572667765524,0.6379527944660595,0.6829563091879578,-0.6180139592793523,0.4890557870982022,-1.232859949795774,-0.7490673317403775,3.226824529993417,48.004408267239114,153.40401440751916,-2.013256969150905,1.4049571220040737,-17.72416815975464,0.1125019388407774,4.64
322427,9,0.0018267,0.3793089279310706,1.006373093434057,-0.9133581384485794,0.7630512816839357,-0.8646330990851325,-0.27297989399791334,3.664657995045588,6.835876029533227,40.30809593659998,-1.2384415363929115,1.4030031493572692,-18.75894572318154,0.2311190825911171,4.64
322435,9,0.0121486454285676,0.6325322944292253,0.8039668732151739,-0.66643729262492,0.609724386855369,-1.252648354610571,-0.8676332980787862,3.452907432570817,15.824010983134293,66.2354949147861,-1.2651161994798543,1.3980913325733713,-17.293741561079514,0.1756326120506241,4.64
322477,9,0.0009251,0.6241069696576318,0.7963776021738767,-0.6790209603294528,0.600560330144944,-1.212552273871495,-0.6948692761323798,3.3934690655556543,11.422305284152515,46.67634311891349,-1.4321142248399334,1.398803281650577,-17.17944590712911,0.1594449988002327,4.64
325038,9,0.0,0.5551692297946218,0.7308507059356728,-0.7577871243264198,0.5237864233540677,-1.1456874054017518,-0.4910770780085869,3.4790733688213513,13.09499236014425,44.69595256823575,-2.786336930738665,1.3996869770833857,-16.137645364222706,0.1826705722673623,4.64
326669,9,0.0,1.4250162080846778,0.6107210434617443,0.0858875104284067,0.4748248161988329,-1.8994796787491168,-1.0628520956952698,3.8476274848401126,123.1752876063649,383.462274021631,-1.751460909541579,1.40760066518438,-14.310263916539512,0.2765402518315113,4.64
